ticket_id,created_at,priority,customer_tier,channel,product_area,region,reporter_history_count,queue_depth_at_creation,is_reopen,description_length,business_hours_flag,resolved_at,time_to_resolution,closed_status,agent_notes_final,breached_sla
T002516,2025-02-06T11:11:00,medium,standard,phone,mobile,emea,5,23,0,406,1,2025-02-06T14:40:00,209,within_sla,resolved on time,0
T002517,2025-03-13T17:56:00,high,enterprise,phone,billing,latam,11,4,0,249,1,2025-03-14T05:50:00,714,breached_open,escalated; SLA missed,1
T002518,2025-04-30T11:17:00,low,business,portal,ui,na,23,45,0,174,1,2025-04-30T15:41:00,264,within_sla,resolved on time,0
T002519,2025-04-13T07:27:00,low,standard,phone,auth,latam,0,28,0,238,0,2025-04-13T10:17:00,170,within_sla,resolved on time,0
T002520,2025-04-26T06:32:00,medium,enterprise,portal,auth,latam,0,50,0,293,0,2025-04-26T13:24:00,412,breached_resolved,escalated; SLA missed,1
T002521,2025-02-25T08:56:00,high,business,chat,ui,na,7,15,0,255,0,2025-02-25T16:31:00,455,breached_open,escalated; SLA missed,1
T002522,2025-03-17T18:21:00,medium,standard,phone,billing,apac,0,12,0,331,0,2025-03-17T21:47:00,206,within_sla,resolved on time,0
T002523,2025-03-12T06:57:00,high,enterprise,portal,data,emea,7,43,0,219,0,2025-03-12T22:55:00,958,breached_open,escalated; SLA missed,1
T002524,2025-04-24T03:44:00,high,business,email,auth,apac,6,64,0,244,0,2025-04-24T08:54:00,310,within_sla,resolved on time,0
T002525,2025-01-23T01:59:00,medium,standard,phone,ui,latam,0,13,0,240,0,2025-01-23T04:00:00,121,within_sla,resolved on time,0
T002526,2025-04-25T23:40:00,urgent,,email,billing,emea,13,57,0,250,0,2025-04-26T20:25:00,1245,breached_resolved,escalated; SLA missed,1
T002527,2025-04-16T13:47:00,low,,chat,billing,emea,8,63,0,148,1,2025-04-16T14:42:00,55,within_sla,resolved on time,0
T002528,2025-01-15T11:33:00,low,standard,chat,auth,na,0,17,0,277,1,2025-01-15T14:42:00,189,within_sla,resolved on time,0
T002529,2025-06-22T16:24:00,low,business,portal,mobile,apac,1,43,0,232,0,2025-06-23T07:25:00,901,breached_resolved,escalated; SLA missed,1
T002530,2025-03-04T09:30:00,high,standard,chat,api,apac,3,27,0,392,1,2025-03-04T10:01:00,31,within_sla,resolved on time,0
T002531,2025-02-21T19:46:00,high,standard,portal,data,na,20,62,1,187,0,2025-02-22T04:34:00,528,breached_open,escalated; SLA missed,1
T002532,2025-06-14T22:52:00,low,standard,email,billing,emea,2,5,0,316,0,2025-06-15T00:25:00,93,within_sla,resolved on time,0
T002533,2025-04-27T18:48:00,low,standard,chat,billing,latam,7,27,0,67,0,2025-04-27T20:24:00,96,within_sla,resolved on time,0
T002534,2025-01-26T06:34:00,medium,standard,chat,mobile,latam,3,41,0,289,0,2025-01-26T22:21:00,947,breached_resolved,escalated; SLA missed,1
T002535,2025-05-13T01:57:00,low,enterprise,chat,auth,latam,6,30,0,332,0,2025-05-13T19:40:00,1063,breached_open,escalated; SLA missed,1
T002536,2025-05-31T23:25:00,high,business,chat,data,,9,37,0,146,0,2025-06-01T16:44:00,1039,breached_open,escalated; SLA missed,1
T002537,2025-02-01T03:37:00,low,,phone,billing,latam,2,0,0,203,0,2025-02-01T06:21:00,164,within_sla,resolved on time,0
T002538,2025-01-15T03:03:00,medium,standard,email,billing,apac,13,32,0,80,0,2025-01-15T17:01:00,838,breached_open,escalated; SLA missed,1
T002539,2025-01-12T08:07:00,low,business,phone,ui,latam,6,26,1,171,0,2025-01-12T20:08:00,721,breached_open,escalated; SLA missed,1
T002540,2025-06-01T05:43:00,low,enterprise,chat,api,apac,7,27,0,257,0,2025-06-01T09:29:00,226,within_sla,resolved on time,0
T002541,2025-05-12T23:56:00,low,standard,email,billing,emea,11,42,0,343,0,2025-05-13T22:45:00,1369,breached_open,escalated; SLA missed,1
T002542,2025-04-08T05:47:00,low,enterprise,email,api,na,8,34,0,343,0,2025-04-08T09:27:00,220,within_sla,resolved on time,0
T002543,2025-05-26T23:52:00,low,standard,portal,billing,latam,7,46,0,100,0,2025-05-27T03:27:00,215,within_sla,resolved on time,0
T002544,2025-04-30T16:03:00,low,standard,email,ui,na,6,44,0,359,1,2025-04-30T18:21:00,138,within_sla,resolved on time,0
T002545,2025-01-23T15:03:00,low,standard,phone,mobile,latam,0,30,0,180,1,2025-01-23T18:20:00,197,within_sla,resolved on time,0
T002546,2025-05-15T07:28:00,low,business,email,data,emea,9,10,0,449,0,2025-05-15T11:55:00,267,within_sla,resolved on time,0
T002547,2025-01-24T11:19:00,high,standard,email,api,apac,12,25,0,289,1,2025-01-25T07:02:00,1183,breached_resolved,escalated; SLA missed,1
T002548,2025-06-17T00:12:00,medium,enterprise,chat,data,apac,0,26,0,129,0,2025-06-17T19:43:00,1171,breached_open,escalated; SLA missed,1
T002549,2025-06-09T13:04:00,urgent,standard,phone,mobile,latam,14,14,0,244,1,2025-06-09T15:51:00,167,within_sla,resolved on time,0
T002550,2025-05-02T05:42:00,medium,enterprise,phone,ui,apac,3,27,0,221,0,2025-05-03T03:04:00,1282,breached_open,escalated; SLA missed,1
T002551,2025-05-10T06:31:00,low,standard,portal,mobile,latam,0,47,0,222,0,2025-05-10T13:33:00,422,within_sla,resolved on time,0
T002552,2025-06-12T22:06:00,low,business,chat,billing,na,4,36,0,307,0,2025-06-13T01:31:00,205,within_sla,resolved on time,0
T002553,2025-02-05T17:24:00,low,standard,chat,ui,emea,0,48,0,20,1,2025-02-05T21:54:00,270,within_sla,resolved on time,0
T002554,2025-02-18T11:40:00,medium,standard,phone,auth,apac,17,0,0,306,1,2025-02-18T15:30:00,230,within_sla,resolved on time,0
T002555,2025-03-02T12:29:00,medium,standard,chat,billing,apac,11,52,0,224,0,2025-03-03T05:53:00,1044,breached_resolved,escalated; SLA missed,1
T002556,2025-06-15T15:11:00,medium,business,chat,api,latam,6,53,0,293,0,2025-06-16T06:00:00,889,breached_resolved,escalated; SLA missed,1
T002557,2025-04-24T04:33:00,medium,business,phone,mobile,na,0,57,1,195,0,2025-04-24T21:51:00,1038,breached_resolved,escalated; SLA missed,1
T002558,2025-02-20T14:25:00,medium,enterprise,chat,mobile,,22,43,0,132,1,2025-02-20T17:00:00,155,within_sla,resolved on time,0
T002559,2025-04-02T14:23:00,low,standard,portal,api,emea,7,7,0,501,1,2025-04-02T16:54:00,151,within_sla,resolved on time,0
T002560,2025-04-26T17:22:00,low,standard,portal,billing,latam,0,44,0,202,0,2025-04-26T18:55:00,93,within_sla,resolved on time,0
T002561,2025-03-23T04:03:00,high,enterprise,email,auth,na,1,27,0,138,0,2025-03-23T15:28:00,685,breached_resolved,escalated; SLA missed,1
T002562,2025-01-16T04:55:00,medium,standard,email,billing,emea,6,38,0,251,0,2025-01-16T08:08:00,193,within_sla,resolved on time,0
T002563,2025-06-28T22:06:00,medium,enterprise,portal,data,emea,6,23,0,20,0,2025-06-29T09:36:00,690,breached_open,escalated; SLA missed,1
T002564,2025-03-26T02:55:00,medium,business,portal,data,apac,15,65,0,198,0,2025-03-26T21:51:00,1136,breached_open,escalated; SLA missed,1
T002565,2025-02-10T13:35:00,high,standard,chat,mobile,latam,23,50,0,310,1,2025-02-10T18:38:00,303,within_sla,resolved on time,0
T002566,2025-04-20T03:47:00,low,,portal,mobile,latam,10,59,0,233,0,2025-04-20T05:00:00,73,within_sla,resolved on time,0
T002567,2025-03-28T23:48:00,medium,enterprise,chat,ui,latam,1,38,0,313,0,2025-03-29T17:36:00,1068,breached_open,escalated; SLA missed,1
T002568,2025-02-27T14:37:00,low,standard,chat,data,na,13,27,0,207,1,2025-02-27T14:42:00,5,within_sla,resolved on time,0
T002569,2025-04-23T16:19:00,medium,business,portal,mobile,na,11,15,0,103,1,2025-04-23T16:24:00,5,within_sla,resolved on time,0
T002570,2025-01-15T21:46:00,high,standard,email,billing,apac,10,37,0,154,0,2025-01-16T02:47:00,301,within_sla,resolved on time,0
T002571,2025-01-24T18:50:00,high,standard,phone,billing,apac,16,27,0,146,0,2025-01-25T11:54:00,1024,breached_open,escalated; SLA missed,1
T002572,2025-03-24T11:52:00,high,enterprise,phone,billing,latam,6,11,0,85,1,2025-03-24T16:50:00,298,within_sla,resolved on time,0
T002573,2025-02-15T21:02:00,medium,standard,chat,api,na,14,67,0,212,0,2025-02-16T02:38:00,336,breached_resolved,escalated; SLA missed,1
T002574,2025-03-01T02:17:00,high,standard,portal,data,emea,2,14,0,326,0,2025-03-01T17:03:00,886,breached_open,escalated; SLA missed,1
T002575,2025-04-17T11:02:00,urgent,enterprise,email,auth,na,11,5,0,225,1,2025-04-17T14:02:00,180,within_sla,resolved on time,0
T002576,2025-05-11T01:41:00,low,standard,phone,auth,latam,3,23,0,253,0,2025-05-11T06:57:00,316,within_sla,resolved on time,0
T002577,2025-06-21T09:51:00,medium,,portal,mobile,emea,3,51,0,146,0,2025-06-21T15:04:00,313,within_sla,resolved on time,0
T002578,2025-03-06T11:22:00,low,business,chat,auth,apac,9,25,0,79,1,2025-03-06T14:23:00,181,within_sla,resolved on time,0
T002579,2025-06-14T04:36:00,medium,,chat,mobile,emea,7,25,0,262,0,2025-06-14T19:04:00,868,breached_open,escalated; SLA missed,1
T002580,2025-06-29T09:20:00,high,,email,data,apac,7,37,0,220,0,2025-06-29T14:30:00,310,within_sla,resolved on time,0
T002581,2025-01-03T21:26:00,medium,standard,email,auth,latam,14,18,0,202,0,2025-01-03T23:55:00,149,within_sla,resolved on time,0
T002582,2025-06-27T18:08:00,high,business,portal,ui,latam,0,39,0,332,0,2025-06-28T07:44:00,816,breached_open,escalated; SLA missed,1
T002583,2025-02-07T20:53:00,low,enterprise,email,data,apac,11,3,0,245,0,2025-02-08T03:57:00,424,breached_resolved,escalated; SLA missed,1
T002584,2025-04-15T12:42:00,medium,standard,chat,billing,emea,9,42,0,278,1,2025-04-15T14:59:00,137,within_sla,resolved on time,0
T002585,2025-04-30T04:58:00,medium,standard,email,ui,na,10,40,0,259,0,2025-04-30T06:28:00,90,within_sla,resolved on time,0
T002586,2025-04-26T02:18:00,urgent,standard,phone,data,latam,5,33,0,520,0,2025-04-26T15:36:00,798,breached_resolved,escalated; SLA missed,1
T002587,2025-01-25T17:21:00,medium,enterprise,portal,auth,na,10,43,0,156,0,2025-01-26T13:23:00,1202,breached_resolved,escalated; SLA missed,1
T002588,2025-05-15T19:24:00,high,standard,chat,ui,latam,8,19,0,76,0,2025-05-15T21:58:00,154,within_sla,resolved on time,0
T002589,2025-05-02T22:49:00,high,enterprise,phone,data,apac,13,24,0,188,0,2025-05-03T01:25:00,156,within_sla,resolved on time,0
T002590,2025-05-29T15:20:00,medium,standard,phone,ui,apac,8,20,0,312,1,2025-05-29T18:22:00,182,within_sla,resolved on time,0
T002591,2025-06-28T02:13:00,high,enterprise,portal,ui,apac,4,48,1,364,0,2025-06-28T06:03:00,230,within_sla,resolved on time,0
T002592,2025-01-09T04:50:00,low,standard,portal,ui,na,7,5,0,160,0,2025-01-09T08:13:00,203,within_sla,resolved on time,0
T002593,2025-01-24T08:00:00,high,,email,mobile,apac,4,12,0,386,0,2025-01-25T00:26:00,986,breached_open,escalated; SLA missed,1
T002594,2025-03-17T07:04:00,low,standard,email,mobile,latam,5,25,0,432,0,2025-03-17T11:42:00,278,within_sla,resolved on time,0
T002595,2025-03-04T20:41:00,low,standard,chat,auth,latam,0,32,0,314,0,2025-03-05T14:12:00,1051,breached_open,escalated; SLA missed,1
T002596,2025-03-05T06:21:00,medium,business,email,mobile,apac,3,44,0,298,0,2025-03-05T08:09:00,108,within_sla,resolved on time,0
T002597,2025-04-13T23:27:00,low,standard,portal,api,latam,4,17,0,148,0,2025-04-14T21:33:00,1326,breached_resolved,escalated; SLA missed,1
T002598,2025-03-17T14:35:00,urgent,standard,chat,api,apac,14,20,0,184,1,2025-03-18T04:25:00,830,breached_resolved,escalated; SLA missed,1
T002599,2025-04-14T07:28:00,medium,standard,portal,data,latam,1,22,0,298,0,2025-04-14T08:36:00,68,within_sla,resolved on time,0
T002600,2025-03-19T08:13:00,urgent,standard,phone,auth,latam,4,20,0,20,0,2025-03-19T19:09:00,656,breached_open,escalated; SLA missed,1
T002601,2025-03-18T19:33:00,low,standard,email,billing,emea,1,31,0,225,0,2025-03-18T21:49:00,136,within_sla,resolved on time,0
T002602,2025-01-17T11:17:00,medium,,portal,auth,latam,16,29,0,148,1,2025-01-17T15:19:00,242,within_sla,resolved on time,0
T002603,2025-02-01T15:14:00,low,business,chat,api,latam,0,34,0,105,0,2025-02-01T18:39:00,205,within_sla,resolved on time,0
T002604,2025-02-26T07:44:00,high,standard,phone,billing,na,10,59,0,419,0,2025-02-26T23:42:00,958,breached_resolved,escalated; SLA missed,1
T002605,2025-05-07T11:28:00,urgent,standard,phone,auth,emea,10,0,0,47,1,2025-05-07T23:47:00,739,breached_resolved,escalated; SLA missed,1
T002606,2025-05-06T00:22:00,high,enterprise,phone,data,latam,16,24,0,273,0,2025-05-06T05:25:00,303,within_sla,resolved on time,0
T002607,2025-04-30T09:30:00,urgent,enterprise,email,ui,latam,8,25,0,138,1,2025-04-30T20:30:00,660,breached_open,escalated; SLA missed,1
T002608,2025-02-25T06:57:00,medium,enterprise,email,mobile,emea,16,67,0,111,0,2025-02-25T21:30:00,873,breached_open,escalated; SLA missed,1
T002609,2025-05-02T13:51:00,medium,standard,email,auth,latam,4,42,0,191,1,2025-05-03T02:47:00,776,breached_open,escalated; SLA missed,1
T002610,2025-05-06T11:28:00,medium,standard,portal,ui,na,3,21,0,311,1,2025-05-06T19:19:00,471,breached_open,escalated; SLA missed,1
T002611,2025-03-25T00:38:00,high,standard,portal,api,emea,5,64,0,175,0,2025-03-25T15:07:00,869,breached_resolved,escalated; SLA missed,1
T002612,2025-06-15T12:53:00,low,standard,phone,billing,apac,2,19,0,139,0,2025-06-15T15:22:00,149,within_sla,resolved on time,0
T002613,2025-03-17T08:29:00,high,,chat,auth,latam,14,44,0,187,0,2025-03-17T14:54:00,385,within_sla,resolved on time,0
T002614,2025-01-24T20:31:00,medium,enterprise,phone,data,apac,12,62,0,213,0,2025-01-25T07:08:00,637,breached_open,escalated; SLA missed,1
T002615,2025-06-10T10:56:00,low,enterprise,portal,api,apac,17,33,0,468,1,2025-06-10T14:36:00,220,within_sla,resolved on time,0
T002616,2025-05-12T02:52:00,medium,business,chat,auth,emea,0,19,0,246,0,2025-05-12T02:57:00,5,within_sla,resolved on time,0
T002617,2025-01-03T18:41:00,urgent,enterprise,phone,billing,emea,7,26,0,121,0,2025-01-04T07:59:00,798,breached_resolved,escalated; SLA missed,1
T002618,2025-01-08T13:42:00,urgent,business,chat,billing,emea,19,36,0,164,1,2025-01-08T15:55:00,133,within_sla,resolved on time,0
T002619,2025-01-03T01:50:00,high,enterprise,portal,ui,latam,4,35,0,392,0,2025-01-03T17:37:00,947,breached_open,escalated; SLA missed,1
T002620,2025-03-10T07:51:00,medium,business,email,ui,na,0,16,0,162,0,2025-03-10T09:43:00,112,within_sla,resolved on time,0
T002621,2025-04-18T05:10:00,medium,business,email,api,apac,2,42,0,301,0,2025-04-18T08:41:00,211,within_sla,resolved on time,0
T002622,2025-03-04T04:59:00,low,business,portal,mobile,emea,7,24,0,344,0,2025-03-04T18:55:00,836,breached_resolved,escalated; SLA missed,1
T002623,2025-01-25T20:48:00,urgent,standard,portal,ui,emea,1,77,0,364,0,2025-01-26T07:07:00,619,breached_resolved,escalated; SLA missed,1
T002624,2025-05-22T22:02:00,low,standard,phone,data,latam,8,27,1,374,0,2025-05-22T23:54:00,112,within_sla,resolved on time,0
T002625,2025-04-05T11:46:00,medium,standard,phone,ui,latam,16,16,0,206,0,2025-04-05T13:33:00,107,within_sla,resolved on time,0
T002626,2025-04-15T10:41:00,medium,standard,phone,billing,,13,43,0,187,1,2025-04-16T02:58:00,977,breached_resolved,escalated; SLA missed,1
T002627,2025-02-23T11:36:00,low,enterprise,phone,mobile,emea,6,35,0,363,0,2025-02-23T22:25:00,649,breached_open,escalated; SLA missed,1
T002628,2025-01-03T14:55:00,medium,standard,phone,billing,emea,5,48,0,233,1,2025-01-03T17:32:00,157,within_sla,resolved on time,0
T002629,2025-04-12T13:09:00,medium,business,portal,ui,latam,8,26,0,332,0,2025-04-12T13:38:00,29,within_sla,resolved on time,0
T002630,2025-06-02T11:13:00,low,standard,phone,billing,emea,0,16,0,246,1,2025-06-02T15:51:00,278,within_sla,resolved on time,0
T002631,2025-04-07T03:04:00,low,,portal,auth,emea,5,8,0,89,0,2025-04-07T04:28:00,84,within_sla,resolved on time,0
T002632,2025-03-11T12:27:00,low,standard,email,ui,na,5,42,0,181,1,2025-03-11T16:23:00,236,within_sla,resolved on time,0
T002633,2025-04-03T17:24:00,medium,standard,portal,ui,latam,11,12,0,428,1,2025-04-03T20:11:00,167,within_sla,resolved on time,0
T002634,2025-05-19T22:38:00,low,standard,email,auth,,5,47,1,20,0,2025-05-20T13:27:00,889,breached_resolved,escalated; SLA missed,1
T002635,2025-03-21T17:14:00,medium,business,email,data,emea,7,54,0,268,1,2025-03-21T21:24:00,250,within_sla,resolved on time,0
T002636,2025-03-15T16:55:00,low,business,portal,api,apac,16,46,0,24,0,2025-03-15T20:39:00,224,within_sla,resolved on time,0
T002637,2025-02-24T02:21:00,medium,enterprise,chat,api,emea,6,4,0,186,0,2025-02-24T16:38:00,857,breached_open,escalated; SLA missed,1
T002638,2025-01-19T18:07:00,high,standard,portal,ui,emea,9,8,0,166,0,2025-01-19T22:33:00,266,within_sla,resolved on time,0
T002639,2025-03-09T00:59:00,low,business,email,data,emea,3,29,1,139,0,2025-03-09T14:03:00,784,breached_resolved,escalated; SLA missed,1
T002640,2025-04-03T16:29:00,urgent,standard,chat,mobile,apac,7,0,0,130,1,2025-04-03T16:45:00,16,within_sla,resolved on time,0
T002641,2025-04-24T12:50:00,urgent,standard,chat,api,apac,2,34,0,299,1,2025-04-25T00:44:00,714,breached_resolved,escalated; SLA missed,1
T002642,2025-01-02T09:00:00,high,standard,chat,api,emea,2,33,0,218,1,2025-01-02T19:01:00,601,breached_open,escalated; SLA missed,1
T002643,2025-05-14T22:55:00,low,business,chat,auth,latam,17,34,0,355,0,2025-05-15T01:50:00,175,within_sla,resolved on time,0
T002644,2025-03-17T05:20:00,medium,enterprise,chat,billing,emea,11,51,0,245,0,2025-03-17T12:30:00,430,breached_resolved,escalated; SLA missed,1
T002645,2025-01-01T04:15:00,high,business,chat,api,emea,6,17,0,316,0,2025-01-01T16:45:00,750,breached_open,escalated; SLA missed,1
T002646,2025-01-30T21:20:00,medium,enterprise,chat,billing,apac,8,24,0,196,0,2025-01-31T00:32:00,192,within_sla,resolved on time,0
T002647,2025-03-28T10:37:00,low,standard,email,api,latam,0,15,0,184,1,2025-03-28T14:08:00,211,within_sla,resolved on time,0
T002648,2025-04-30T02:26:00,low,standard,chat,mobile,apac,13,36,0,95,0,2025-04-30T06:27:00,241,within_sla,resolved on time,0
T002649,2025-03-21T18:45:00,medium,enterprise,chat,auth,na,0,13,0,291,0,2025-03-21T23:33:00,288,within_sla,resolved on time,0
T002650,2025-06-09T07:27:00,medium,business,chat,billing,latam,8,33,0,177,0,2025-06-09T23:57:00,990,breached_open,escalated; SLA missed,1
T002651,2025-05-21T01:56:00,low,standard,portal,api,na,0,26,0,171,0,2025-05-21T13:24:00,688,breached_resolved,escalated; SLA missed,1
T002652,2025-02-16T06:17:00,high,standard,email,auth,na,21,46,0,45,0,2025-02-17T01:46:00,1169,breached_resolved,escalated; SLA missed,1
T002653,2025-02-27T22:02:00,low,standard,email,data,apac,0,41,0,168,0,2025-02-28T01:39:00,217,within_sla,resolved on time,0
T002654,2025-04-26T09:21:00,low,standard,portal,billing,na,0,64,0,389,0,2025-04-27T02:20:00,1019,breached_open,escalated; SLA missed,1
T002655,2025-04-18T14:43:00,low,standard,portal,api,apac,11,62,0,380,1,2025-04-18T16:25:00,102,within_sla,resolved on time,0
T002656,2025-01-14T05:09:00,urgent,business,portal,mobile,latam,3,25,0,279,0,2025-01-14T07:23:00,134,within_sla,resolved on time,0
T002657,2025-01-11T04:34:00,high,standard,chat,auth,emea,2,54,0,267,0,2025-01-11T19:44:00,910,breached_resolved,escalated; SLA missed,1
T002658,2025-04-23T05:43:00,medium,standard,chat,auth,na,16,28,0,288,0,2025-04-23T16:13:00,630,breached_open,escalated; SLA missed,1
T002659,2025-02-06T06:19:00,high,business,email,api,latam,3,22,0,247,0,2025-02-06T08:27:00,128,within_sla,resolved on time,0
T002660,2025-02-23T06:51:00,high,enterprise,chat,auth,na,9,19,0,257,0,2025-02-23T09:30:00,159,within_sla,resolved on time,0
T002661,2025-06-06T11:19:00,urgent,standard,chat,billing,latam,13,13,0,269,1,2025-06-06T12:53:00,94,within_sla,resolved on time,0
T002662,2025-03-01T15:20:00,high,business,chat,mobile,emea,5,69,1,296,0,2025-03-02T03:36:00,736,breached_resolved,escalated; SLA missed,1
T002663,2025-01-31T15:41:00,medium,enterprise,portal,auth,emea,1,21,0,473,1,2025-01-31T19:39:00,238,within_sla,resolved on time,0
T002664,2025-03-29T17:09:00,medium,standard,phone,auth,apac,13,54,0,218,0,2025-03-30T07:10:00,841,breached_resolved,escalated; SLA missed,1
T002665,2025-05-30T11:34:00,low,enterprise,portal,mobile,emea,11,8,1,209,1,2025-05-30T14:50:00,196,within_sla,resolved on time,0
T002666,2025-05-03T03:57:00,medium,business,email,api,na,9,22,0,253,0,2025-05-04T00:34:00,1237,breached_resolved,escalated; SLA missed,1
T002667,2025-03-27T15:44:00,medium,standard,email,mobile,na,1,33,0,213,1,2025-03-27T18:22:00,158,within_sla,resolved on time,0
T002668,2025-06-11T23:00:00,medium,standard,portal,api,latam,8,9,0,120,0,2025-06-12T01:06:00,126,within_sla,resolved on time,0
T002669,2025-03-10T21:27:00,high,standard,portal,api,na,12,48,0,270,0,2025-03-11T18:05:00,1238,breached_resolved,escalated; SLA missed,1
T002670,2025-05-24T21:49:00,medium,enterprise,phone,billing,apac,8,43,0,166,0,2025-05-25T01:17:00,208,within_sla,resolved on time,0
T002671,2025-03-22T07:26:00,medium,business,portal,data,apac,21,16,0,212,0,2025-03-22T08:51:00,85,within_sla,resolved on time,0
T002672,2025-01-28T05:02:00,low,enterprise,email,auth,apac,8,47,0,29,0,2025-01-28T06:04:00,62,within_sla,resolved on time,0
T002673,2025-02-08T01:58:00,urgent,standard,chat,data,apac,14,50,0,388,0,2025-02-08T05:31:00,213,within_sla,resolved on time,0
T002674,2025-04-12T17:40:00,high,standard,phone,mobile,na,11,37,0,29,0,2025-04-12T20:50:00,190,within_sla,resolved on time,0
T002675,2025-02-06T17:15:00,medium,business,portal,billing,apac,9,0,1,352,1,2025-02-07T07:39:00,864,breached_open,escalated; SLA missed,1
T002676,2025-06-27T19:06:00,high,enterprise,portal,ui,emea,5,24,0,112,0,2025-06-28T02:43:00,457,breached_open,escalated; SLA missed,1
T002677,2025-03-15T02:01:00,medium,enterprise,email,billing,na,7,38,0,321,0,2025-03-15T04:44:00,163,within_sla,resolved on time,0
T002678,2025-03-28T06:04:00,high,standard,email,mobile,latam,2,2,0,20,0,2025-03-28T10:37:00,273,within_sla,resolved on time,0
T002679,2025-02-02T22:58:00,low,standard,phone,billing,na,15,34,0,487,0,2025-02-03T01:53:00,175,within_sla,resolved on time,0
T002680,2025-01-27T11:12:00,medium,business,chat,data,na,4,26,0,258,1,2025-01-27T13:26:00,134,within_sla,resolved on time,0
T002681,2025-04-08T05:12:00,medium,standard,phone,data,na,3,17,0,169,0,2025-04-08T10:30:00,318,within_sla,resolved on time,0
T002682,2025-06-09T09:51:00,medium,business,chat,billing,apac,10,67,0,106,1,2025-06-09T12:35:00,164,within_sla,resolved on time,0
T002683,2025-01-23T10:31:00,medium,enterprise,phone,api,na,7,45,1,217,1,2025-01-23T12:19:00,108,within_sla,resolved on time,0
T002684,2025-02-13T09:46:00,high,standard,email,mobile,latam,4,58,0,358,1,2025-02-13T12:40:00,174,within_sla,resolved on time,0
T002685,2025-05-14T10:25:00,medium,standard,phone,auth,latam,16,16,0,102,1,2025-05-14T12:30:00,125,within_sla,resolved on time,0
T002686,2025-03-10T05:40:00,low,enterprise,portal,mobile,emea,10,12,0,178,0,2025-03-10T09:45:00,245,within_sla,resolved on time,0
T002687,2025-03-26T00:04:00,high,standard,portal,billing,na,10,16,0,217,0,2025-03-26T02:14:00,130,within_sla,resolved on time,0
T002688,2025-05-07T04:38:00,high,business,email,data,apac,10,47,0,297,0,2025-05-07T22:12:00,1054,breached_resolved,escalated; SLA missed,1
T002689,2025-01-29T17:27:00,medium,standard,email,api,na,8,37,0,296,1,2025-01-30T03:51:00,624,breached_resolved,escalated; SLA missed,1
T002690,2025-06-10T10:39:00,medium,business,email,ui,latam,11,74,1,362,1,2025-06-10T19:36:00,537,breached_open,escalated; SLA missed,1
T002691,2025-06-16T21:26:00,low,standard,chat,data,na,0,32,0,378,0,2025-06-17T02:41:00,315,within_sla,resolved on time,0
T002692,2025-03-05T07:18:00,medium,,portal,mobile,emea,3,22,0,20,0,2025-03-06T03:15:00,1197,breached_open,escalated; SLA missed,1
T002693,2025-05-27T21:23:00,medium,enterprise,chat,mobile,na,5,12,1,200,0,2025-05-27T23:42:00,139,within_sla,resolved on time,0
T002694,2025-05-29T00:40:00,low,standard,chat,api,na,4,0,0,273,0,2025-05-29T04:06:00,206,within_sla,resolved on time,0
T002695,2025-05-10T15:42:00,medium,business,portal,ui,apac,7,31,0,155,0,2025-05-10T17:47:00,125,within_sla,resolved on time,0
T002696,2025-03-16T23:30:00,urgent,,chat,api,emea,3,0,0,177,0,2025-03-17T02:44:00,194,within_sla,resolved on time,0
T002697,2025-01-13T08:08:00,low,enterprise,email,api,latam,8,38,0,302,0,2025-01-13T08:21:00,13,within_sla,resolved on time,0
T002698,2025-02-23T23:55:00,medium,,chat,ui,na,7,34,1,203,0,2025-02-24T00:42:00,47,within_sla,resolved on time,0
T002699,2025-01-29T11:29:00,medium,standard,email,data,latam,0,22,0,392,1,2025-01-29T15:54:00,265,within_sla,resolved on time,0
T002700,2025-06-04T21:29:00,urgent,,portal,mobile,emea,12,23,0,290,0,2025-06-05T16:34:00,1145,breached_resolved,escalated; SLA missed,1
T002701,2025-03-02T22:26:00,medium,standard,phone,billing,latam,12,0,0,20,0,2025-03-03T17:28:00,1142,breached_resolved,escalated; SLA missed,1
T002702,2025-04-18T00:50:00,medium,standard,chat,ui,emea,6,66,0,132,0,2025-04-18T05:42:00,292,within_sla,resolved on time,0
T002703,2025-05-06T04:41:00,low,standard,phone,ui,na,0,46,0,330,0,2025-05-06T09:33:00,292,within_sla,resolved on time,0
T002704,2025-05-28T21:27:00,low,standard,portal,billing,na,8,29,0,193,0,2025-05-28T23:36:00,129,within_sla,resolved on time,0
T002705,2025-02-19T14:26:00,low,enterprise,phone,auth,latam,9,0,0,241,1,2025-02-19T14:31:00,5,within_sla,resolved on time,0
T002706,2025-01-25T17:08:00,high,enterprise,email,ui,emea,9,30,0,153,0,2025-01-25T21:48:00,280,within_sla,resolved on time,0
T002707,2025-04-30T03:02:00,high,enterprise,email,data,na,7,41,0,278,0,2025-04-30T14:10:00,668,breached_resolved,escalated; SLA missed,1
T002708,2025-03-03T17:33:00,medium,standard,phone,mobile,latam,10,7,1,242,1,2025-03-03T21:11:00,218,within_sla,resolved on time,0
T002709,2025-03-17T12:28:00,medium,business,email,auth,na,15,68,0,101,1,2025-03-17T16:09:00,221,within_sla,resolved on time,0
T002710,2025-01-28T03:07:00,high,standard,chat,ui,emea,18,40,0,66,0,2025-01-28T06:00:00,173,within_sla,resolved on time,0
